CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603,749,854,0.733,2644,43,0.483,0.467,0.99674,0.00326498
720334833,Existing Customer,39,F,5,College,Single,Less than $40K,Blue,30,4,1,2,4710,1869,2841,0.858,4719,91,0.655,0.397,5.53E-05,0.99994
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41,2,3,2,2751,2253,498,0.497,2108,40,0.481,0.819,0.99462,0.00538
708205083,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,28,6,4,3,1438.3,0,1438.3,0.767,4815,81,0.653,0,0.00033359,0.99967
715276683,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,45,5,1,4,24287,1676,22611,0.506,5495,69,0.816,0.069,0.00015363,0.99985
721254858,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,18,6,1,1,1694,1074,620,0.78,3857,70,0.75,0.634,3.43E-05,0.99997
712257258,Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,36,4,2,5,1457,0,1457,0.493,1441,39,0.393,0,0.99807,0.00193489
789616158,Existing Customer,33,M,3,Unknown,Divorced,Unknown,Blue,27,6,1,3,25045,0,25045,1.018,3444,52,0.926,0,0.00010566,0.99989
708773583,Existing Customer,52,F,3,Graduate,Unknown,$40K - $60K,Blue,45,5,2,0,10859,1710,9149,0.974,3987,64,0.829,0.157,4.36E-05,0.99996
711110733,Existing Customer,45,M,3,High School,Married,$40K - $60K,Silver,33,3,2,1,16928,1519,15409,0.894,3355,66,0.886,0.09,6.26E-05,0.99994
714043008,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,30,6,3,4,4297,0,4297,0.797,4310,76,0.767,0,0.00050163,0.9995
780602733,Existing Customer,42,M,3,Uneducated,Single,$60K - $80K,Blue,30,4,2,3,8302,1294,7008,0.558,3221,66,0.61,0.156,0.00020424,0.9998
823557333,Existing Customer,43,F,2,Uneducated,Unknown,Less than $40K,Blue,39,5,3,3,2734,2517,217,0.7,4457,86,0.955,0.921,0.00031104,0.99969
772825308,Existing Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,4,2,3,27374,1509,25865,0.803,4231,60,0.714,0.055,0.00019864,0.9998
713251008,Existing Customer,43,F,2,Uneducated,Married,Unknown,Blue,38,6,3,1,2960,1853,1107,0.949,3921,63,0.853,0.626,0.00011153,0.99989
711175083,Existing Customer,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,4,2,3,9110,0,9110,0.662,2999,75,0.786,0,0.00028744,0.99971
756477333,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,35,4,3,1,1539,0,1539,0.944,4793,71,0.614,0,0.00011697,0.99988
712294983,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,36,4,2,4,1947,1160,787,1.227,4496,71,1.29,0.596,0.00032656,0.99967
717023508,Existing Customer,45,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,1,2,2667,1551,1116,0.672,4883,85,0.735,0.582,6.28E-05,0.99994
709869708,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,45,5,1,4,3062,2039,1023,1.057,4037,71,0.821,0.666,0.00015944,0.99984
772133808,Existing Customer,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,6,5,0,3114,1059,2055,0.78,4342,62,0.771,0.34,9.05E-05,0.99991
768196008,Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,3,14948,2158,12790,0.844,3094,56,1,0.144,0.00018475,0.99982
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749,0,1749,1.006,2510,38,0.407,0,0.99581,0.00418811
789526458,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4,2,1,2534,1706,828,0.793,3965,57,1.111,0.673,7.83E-05,0.99992
716079708,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,36,5,2,2,2503,2373,130,0.697,4647,65,0.806,0.948,0.00011483,0.99989
720087708,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,31,4,3,2,1854,0,1854,0.885,5245,89,0.712,0,0.00018145,0.99982
714259533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,4092,622,3470,0.775,5001,88,0.492,0.152,9.26E-05,0.99991
714691683,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,54,4,1,4,13284,607,12677,0.857,4942,76,0.652,0.046,0.00014834,0.99985
768420558,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,53,6,3,4,4830,1469,3361,0.634,3365,63,0.75,0.304,0.00044282,0.99956
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,2,3,5911,916,4995,0.471,1656,31,0.722,0.155,0.9948,0.0052
719186433,Existing Customer,53,F,1,College,Single,Unknown,Blue,44,3,2,2,11012,1328,9684,0.617,3793,86,0.654,0.121,0.00010387,0.9999
719951208,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5,3,2,19188,0,19188,0.453,4366,69,0.816,0,0.00018864,0.99981
720182658,Existing Customer,44,F,3,Uneducated,Single,Unknown,Blue,31,4,2,3,18056,940,17116,0.629,4473,72,0.6,0.052,0.00020424,0.9998
789022233,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,6,5,2,1438.3,754,684.3,0.74,4457,69,0.683,0.524,0.00020656,0.99979
778353183,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,13,5,2,3,3201,984,2217,0.639,5155,77,0.925,0.307,0.0001597,0.99984
713789883,Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,36,6,1,1,1479,1004,475,0.827,5116,75,0.974,0.679,3.39E-05,0.99997
773018583,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,5,1,2,3144,2216,928,0.741,4717,75,0.562,0.705,5.78E-05,0.99994
771354633,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,45,5,3,4,1854,1480,374,0.853,3292,73,0.921,0.798,0.00047091,0.99953
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3,3,3,1960,0,1960,0.493,2253,39,0.345,0,0.9969,0.00310348
712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,2,3,9782,1793,7989,0.886,3672,75,0.923,0.183,0.00020424,0.9998
716736858,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,39,3,3,2,3144,0,3144,0.561,3774,80,0.818,0,0.00018864,0.99981
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,3,3,4738,0,4738,0.641,1900,36,0.5,0,0.99671,0.00329379
710812533,Attrited Customer,46,F,3,High School,Single,Unknown,Silver,36,4,2,3,34516,154,34362,0.602,1987,46,0.586,0.004,0.9943,0.0057
782555058,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,29,4,2,3,1438.3,856,582.3,0.792,4432,92,0.736,0.595,0.00019751,0.9998
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516,0,34516,0.536,1370,38,0.357,0,0.98167,0.01833
787918158,Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue,23,5,2,4,2156,1114,1042,0.603,4106,66,0.833,0.517,0.00028814,0.99971
779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,44,3,4,2,1938,0,1938,0.536,3974,56,0.931,0,0.00018136,0.99982
789945933,Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,52,3,3,1,1438.3,0,1438.3,0.925,3560,67,0.861,0,0.00010182,0.9999
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44,2,3,3,3781,1692,2089,0.791,2310,43,0.72,0.448,0.99671,0.00329379
715627833,Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold,37,6,2,0,34516,1948,32568,0.666,4539,75,0.705,0.056,4.88E-05,0.99995
809538783,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,6,2,3,1438.3,1058,380.3,0.56,4109,72,0.8,0.736,0.00017468,0.99983
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261,0,3261,1.012,3081,50,0.667,0,0.98616,0.01384
711967158,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211,1370,841,0.781,4359,79,0.927,0.62,0.00011256,0.99989
712325433,Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,28,6,2,2,1493,792,701,0.688,4131,80,0.702,0.53,0.00012511,0.99987
716470683,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,36,3,1,3,20631,2048,18583,0.676,4827,77,0.711,0.099,0.00011311,0.99989
713289183,Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue,33,6,2,1,2255,1647,608,0.848,4270,76,0.767,0.73,0.00010307,0.9999
711549408,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,1,3,1507,961,546,0.678,4126,90,0.667,0.638,9.88E-05,0.9999
709523508,Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,1,2,11097,0,11097,0.648,4836,83,0.566,0,4.39E-05,0.99996
717578358,Existing Customer,49,F,4,Graduate,Married,Unknown,Blue,40,5,1,1,8162,1704,6458,0.819,4334,80,0.739,0.209,3.48E-05,0.99997
711673983,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1,2,18721,1568,17153,0.788,4537,81,0.8,0.084,6.35E-05,0.99994
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2,3,5210,0,5210,0.64,2162,36,0.161,0,0.99378,0.00622
715679733,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1736,1513,223,0.829,3462,67,0.558,0.872,0.00033577,0.99966
779694183,Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,34,5,2,4,1864,1427,437,0.725,3833,73,0.587,0.766,0.00032945,0.99967
788544108,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,37,4,3,0,6611,1041,5570,0.744,4037,74,0.682,0.157,6.45E-05,0.99994
715583283,Existing Customer,34,F,0,Graduate,Married,Unknown,Blue,13,4,1,4,7942,2087,5855,0.754,4068,66,0.61,0.263,0.00013562,0.99986
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,3,2,13382,1159,12223,0.404,1828,45,0.5,0.087,0.99547,0.00453174
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue,55,5,0,2,18550,0,18550,0.908,2616,42,0.826,0,0.94591,0.05409
714621183,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,2650,1646,1004,0.747,4512,80,0.509,0.621,0.00053543,0.99946
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,4,1696,0,1696,0.857,2095,43,0.536,0,0.99714,0.00286097
712999008,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,33,3,1,1,2628,1771,857,0.788,4316,72,0.6,0.674,3.45E-05,0.99997
780790008,Existing Customer,46,F,3,Unknown,Married,$40K - $60K,Blue,39,6,3,2,1457,563,894,0.711,3967,69,0.568,0.386,0.00020516,0.99979
779499933,Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,28,6,1,1,34516,1259,33257,0.671,4300,94,0.741,0.036,3.53E-05,0.99996
717200508,Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue,32,3,1,3,3056,2038,1018,0.675,4734,73,0.659,0.667,9.99E-05,0.9999
716995083,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,6,2,4,2650,1049,1601,0.874,4218,64,0.73,0.396,0.00031746,0.99968
718137183,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,38,4,2,3,3331,2251,1080,1.044,5379,92,0.643,0.676,0.0001747,0.99983
787507833,Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K,Blue,38,6,2,1,3343,1820,1523,0.727,4507,63,0.703,0.544,6.62E-05,0.99993
810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,46,5,3,2,4123,1760,2363,0.869,2447,40,0.429,0.427,0.99431,0.00569
717967833,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,3,1,0,2677,1555,1122,0.639,4757,81,0.688,0.581,2.10E-05,0.99998
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,45,4,3,3,3023,2517,506,0.646,2477,42,0.615,0.833,0.99616,0.0038363
717376758,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,47,4,3,1,2238,1324,914,0.762,4108,72,0.846,0.592,0.00010545,0.99989
718250883,Attrited Customer,59,F,2,High School,Married,Unknown,Blue,51,3,3,3,3875,1397,2478,0.573,2312,49,0.581,0.361,0.99661,0.00338788
717491058,Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,6,2,3,20803,1747,19056,0.311,4012,60,0.429,0.084,0.00022525,0.99977
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,2760,0,2760,0.576,1759,34,0.214,0,0.99617,0.00382633
714485508,Existing Customer,45,M,3,Doctorate,Single,$80K - $120K,Blue,36,6,2,4,9086,1254,7832,0.93,3906,81,0.8,0.138,0.0004903,0.99951
711377808,Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36,4,3,2,21142,0,21142,0.812,4360,66,1.357,0,0.00018665,0.99981
718565733,Existing Customer,62,M,0,Unknown,Single,Less than $40K,Blue,36,3,2,4,3653,1769,1884,0.825,4423,67,0.763,0.484,0.00030803,0.99969
712723608,Existing Customer,44,F,3,Uneducated,Unknown,Less than $40K,Blue,36,6,2,4,1713,0,1713,0.678,3999,66,1.062,0,0.00034841,0.99965
789948408,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,3,1,4,34516,1718,32798,0.51,5220,74,0.423,0.05,0.00015804,0.99984
734909358,Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,33,4,1,1,6548,1244,5304,0.667,4354,79,0.927,0.19,3.48E-05,0.99997
719267283,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,27,6,1,0,1953,1554,399,0.581,4598,71,0.651,0.796,2.94E-05,0.99997
780684933,Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue,38,4,1,3,3051,1783,1268,0.732,4887,69,0.725,0.584,9.34E-05,0.99991
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5,2,3,25256,966,24290,0.488,2048,40,0.333,0.038,0.99499,0.00501
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,36,3,3,1,1630,1243,387,0.4,1884,43,0.303,0.763,0.9912,0.0088
789059958,Existing Customer,42,M,4,High School,Married,$120K +,Gold,30,6,2,4,34516,1045,33471,0.848,3574,75,0.923,0.03,0.00038357,0.99962
797138883,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,37,3,2,3,10800,1491,9309,0.543,3966,77,0.638,0.138,0.00022068,0.99978
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,26,3,3,1,1876,1536,340,0.712,2579,47,0.469,0.819,0.99028,0.00972
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,36,2,3,2,4963,0,4963,0.637,2335,40,0.429,0,0.99513,0.00487428
742778358,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Blue,37,3,1,4,16739,1229,15510,0.497,4014,69,0.568,0.073,0.00014834,0.99985
713933658,Existing Customer,56,F,0,Graduate,Single,Less than $40K,Blue,45,3,6,2,2463,1621,842,0.568,4118,70,0.591,0.658,0.00012185,0.99988
788142483,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,38,3,3,1,34516,1278,33238,0.51,4699,73,0.622,0.037,9.89E-05,0.9999
789705408,Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,37,4,1,2,4743,1687,3056,0.957,3739,55,0.618,0.356,5.35E-05,0.99995
780378633,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,33,4,3,4,9382,1455,7927,0.482,3412,71,0.821,0.155,0.00052057,0.99948
817422408,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,30,3,2,3,2059,1118,941,0.788,4110,71,1.152,0.543,0.00020424,0.9998
781297983,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,52,6,2,3,20410,1196,19214,0.726,3525,78,0.733,0.059,0.00021042,0.99979
710671608,Existing Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3,4,6798,918,5880,0.671,3961,69,0.605,0.135,0.000516,0.99948
719967708,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Blue,32,3,1,4,6472,2128,4344,0.58,3592,66,0.833,0.329,0.00017371,0.99983
711879633,Existing Customer,45,M,3,High School,Single,Less than $40K,Blue,29,4,1,2,2766,1985,781,0.796,4480,70,0.75,0.718,5.56E-05,0.99994
716444733,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,46,5,3,4,1438.3,0,1438.3,0.907,4271,79,0.756,0,0.000516,0.99948
718460958,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,35,3,3,4,3283,1856,1427,1.103,4498,64,0.829,0.565,0.00050168,0.9995
789953733,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,37,5,1,3,2470,1961,509,0.802,4519,78,0.733,0.794,9.61E-05,0.9999
770278833,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,37,3,1,3,20695,1250,19445,0.605,3924,82,0.783,0.06,0.00010679,0.99989
787291308,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,36,5,2,4,4228,1709,2519,0.493,4389,79,0.58,0.404,0.00033714,0.99966
710644158,Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue,28,5,3,1,31743,1332,30411,0.665,4293,73,0.622,0.042,0.00011256,0.99989
717095733,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,29,6,3,4,3212,2517,695,0.785,4284,69,1.3,0.784,0.0005948,0.99941
813338733,Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,42,3,2,2,5884,1382,4502,0.91,4477,82,0.745,0.235,0.00012982,0.99987
787536933,Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,33,6,2,3,1724,0,1724,0.669,4768,80,0.86,0,0.00021834,0.99978
714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3,2468,0,2468,0.5,2017,37,0.762,0,0.99649,0.00350838
713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,3,1438.3,0,1438.3,0.409,1849,43,0.536,0,0.99683,0.00317458
809809008,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,42,5,1,2,3111,1541,1570,0.656,4570,68,0.511,0.495,5.69E-05,0.99994
719446833,Existing Customer,58,F,1,High School,Married,Less than $40K,Blue,46,4,1,3,2799,1532,1267,0.583,4214,83,0.537,0.547,8.45E-05,0.99992
720570333,Existing Customer,48,F,3,College,Married,Less than $40K,Blue,36,5,3,0,1912,1163,749,0.871,4786,81,0.723,0.608,6.69E-05,0.99993
815308683,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,41,4,3,1,18927,887,18040,1.065,3101,54,1,0.047,0.00010944,0.99989
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016,395,1621,0.711,2473,44,0.571,0.196,0.99737,0.0026282
717775608,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43,4,2,0,4830,1970,2860,0.799,4850,80,0.633,0.408,4.94E-05,0.99995
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2,2,1438.3,0,1438.3,0.65,2123,37,0.542,0,0.99129,0.00871
710656683,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,36,4,3,1,1986,1614,372,0.554,4442,64,0.73,0.813,0.00010943,0.99989
768390708,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,1,1,2877,1136,1741,0.756,4006,68,0.478,0.395,3.65E-05,0.99996
713263758,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,45,3,2,2,2312,1997,315,0.787,5085,78,0.773,0.864,0.00010387,0.9999
754564308,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,39,3,3,2,2644,2126,518,0.748,3601,66,0.65,0.804,0.00018665,0.99981
827890758,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,35,5,3,0,2062,1302,760,0.631,3785,63,0.75,0.631,6.40E-05,0.99994
779945508,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,35,5,2,2,3510,1881,1629,0.66,3808,81,0.884,0.536,0.00010684,0.99989
720807183,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,36,3,2,1,15026,916,14110,0.721,3281,63,0.8,0.061,6.86E-05,0.99993
709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue,37,1,3,2,27186,0,27186,0.504,1704,34,0.478,0,0.99452,0.00548
715844733,Existing Customer,45,M,5,High School,Married,$60K - $80K,Blue,36,6,3,2,2174,877,1297,0.644,4596,71,0.449,0.403,0.00018053,0.99982
712332183,Existing Customer,42,M,3,College,Single,$80K - $120K,Blue,36,6,1,0,29535,895,28640,0.952,3934,74,0.644,0.03,2.05E-05,0.99998
790123983,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,43,4,2,1,2974,2090,884,0.975,4297,88,0.833,0.703,6.67E-05,0.99993
711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,1438.3,0,1438.3,0.658,2329,43,0.593,0,0.99129,0.00871
716860233,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,39,3,3,0,8148,701,7447,0.819,4124,87,0.891,0.086,7.08E-05,0.99993
714678408,Existing Customer,48,F,4,Post-Graduate,Married,Less than $40K,Blue,31,6,6,4,2646,1983,663,0.7,4727,83,0.804,0.749,0.00050267,0.9995
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054,0,2054,0.87,2567,43,0.593,0,0.99515,0.00484967
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516,1477,33039,0.324,1868,40,0.212,0.043,0.99686,0.00313909
713645883,Existing Customer,37,F,1,High School,Single,Less than $40K,Blue,23,6,3,4,1879,1486,393,0.836,5202,88,0.692,0.791,0.00047086,0.99953
718622658,Existing Customer,45,M,4,High School,Single,$80K - $120K,Blue,34,3,2,3,15913,1696,14217,0.632,4472,86,0.792,0.107,0.00019517,0.9998
710641008,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,36,5,3,4,8685,0,8685,0.666,2473,56,0.6,0,0.00050163,0.9995
718547358,Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4,3,2,2676,1740,936,0.735,3863,69,0.725,0.65,0.00018494,0.99982
716177583,Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,2,4,1438.3,0,1438.3,0.657,4722,89,0.745,0,0.00036066,0.99964
713417433,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,28,3,1,3,1711,0,1711,0.983,4496,77,0.925,0,9.26E-05,0.99991
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
